Título,Abstract,Autores,DOI,Ano,Tipo_arquivo,Fonte,Status,Criterio_de_exclusao,Situacao,Descrição da aplicação,Coluna 1,,
QUANTUM MATHEMATICS IN ARTIFICIAL INTELLIGENCE,"IN THE DECADE SINCE 2010, SUCCESSES IN ARTIFICIAL INTELLIGENCE HAVE BEEN AT THE FOREFRONT OF COMPUTER SCIENCE AND TECHNOLOGY, AND VECTOR SPACE MODELS HAVE SOLIDIFIED A POSITION AT THE FOREFRONT OF ARTIFICIAL INTELLIGENCE. AT THE SAME TIME, QUANTUM COMPUTERS HAVE BECOME MUCH MORE POWERFUL, AND ANNOUNCEMENTS OF MAJOR ADVANCES ARE FREQUENTLY IN THE NEWS. THE MATHEMATICAL TECHNIQUES UNDERLYING BOTH THESE AREAS HAVE MORE IN COMMON THAN IS SOMETIMES REALIZED. VECTOR SPACES TOOK A POSITION AT THE AXIOMATIC HEART OF QUANTUM MECHANICS IN THE 1930S, AND THIS ADOPTION WAS A KEY MOTIVATION FOR THE DERIVATION OF LOGIC AND PROBABILITY FROM THE LINEAR GEOMETRY OF VECTOR SPACES. QUANTUM INTERACTIONS BETWEEN PARTICLES ARE MODELLED USING THE TENSOR PRODUCT, WHICH IS ALSO USED TO EXPRESS OBJECTS AND OPERATIONS IN ARTIFICIAL NEURAL NETWORKS. THIS PAPER DESCRIBES SOME OF THESE COMMON MATHEMATICAL AREAS, INCLUDING EXAMPLES OF HOW THEY ARE USED IN ARTIFICIAL INTELLIGENCE (AI), PARTICULARLY IN AUTOMATED REASONING AND NATURAL LANGUAGE PROCESSING (NLP). TECHNIQUES DISCUSSED INCLUDE VECTOR SPACES, SCALAR PRODUCTS, SUBSPACES AND IMPLICATION, ORTHOGONAL PROJECTION AND NEGATION, DUAL VECTORS, DENSITY MATRICES, POSITIVE OPERATORS, AND TENSOR PRODUCTS. APPLICATION AREAS INCLUDE INFORMATION RETRIEVAL, CATEGORIZATION AND IMPLICATION, MODELLING WORD-SENSES AND DISAMBIGUATION, INFERENCE IN KNOWLEDGE BASES, DECISION MAKING, AND AND SEMANTIC COMPOSITION. SOME OF THESE APPROACHES CAN POTENTIALLY BE IMPLEMENTED ON QUANTUM HARDWARE. MANY OF THE PRACTICAL STEPS IN THIS IMPLEMENTATION ARE IN EARLY STAGES, AND SOME ARE ALREADY REALIZED. EXPLAINING SOME OF THE COMMON MATHEMATICAL TOOLS CAN HELP RESEARCHERS IN BOTH AI AND QUANTUM COMPUTING FURTHER EXPLOIT THESE OVERLAPS, RECOGNIZING AND EXPLORING NEW DIRECTIONS ALONG THE WAY.",WIDDOWS DOMINIC;KITTO KIRSTY;COHEN TREVOR,,2021,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
EXPLORING NON-LINEAR PROGRAMMING FORMULATIONS IN QUANTUMCIRCUITOPT FOR OPTIMAL CIRCUIT DESIGN,"GIVEN THE LIMITATIONS OF CURRENT HARDWARE, THE THEORETICAL GAINS PROMISED BY QUANTUM COMPUTING REMAIN UNREALIZED ACROSS PRACTICAL APPLICATIONS. BUT THE GAP BETWEEN THEORY AND HARDWARE IS CLOSING, ASSISTED BY DEVELOPMENTS IN QUANTUM ALGORITHMIC MODELING. ONE SUCH RECENT DEVELOPMENT IS QUANTUMCIRCUITOPT (QCOPT), AN OPEN-SOURCE SOFTWARE FRAMEWORK THAT LEVERAGES STATE-OF-THE-ART OPTIMIZATION-BASED SOLVERS TO FIND PROVABLY OPTIMAL COMPACT CIRCUIT DECOMPOSITIONS, WHICH ARE EXACT UP TO GLOBAL PHASE AND MACHINE PRECISION. THE QUANTUM CIRCUIT DESIGN PROBLEM CAN BE MODELED USING NON-LINEAR, NON-CONVEX CONSTRAINTS. HOWEVER, QCOPT REFORMULATES THESE NON-LINEAR CONSTRAINTS USING WELL-KNOWN LINEARIZATION TECHNIQUES SUCH THAT THE RESULTING DESIGN PROBLEM IS SOLVED AS A MIXED-INTEGER LINEAR PROGRAMMING MODEL. IN THIS WORK, WE INSTEAD EXPLORE WHETHER THE QCOPT'S MODEL COULD ALSO BE EFFECTIVE WITH A CONTINUOUS NON-LINEAR PROGRAMMING (NLP) MODEL OBTAINED VIA RELAXATION OF THE INTEGER VARIABLES IN THE NON-LINEAR CONSTRAINTS. WE ARE ABLE TO PRESENT NOT ONLY MULTIPLE SIGNIFICANT ENHANCEMENTS TO QCOPT, WITH UP TO 11.3X SPEED UP IN RUN TIMES ON AN AVERAGE, BUT ALSO OPPORTUNITIES FOR MORE GENERALLY EXPLORING THE BEHAVIOR OF GRADIENT-BASED NLP SOLVERS.",HENDERSON ELENA R;NAGARAJAN HARSHA;COFFRIN CARLETON,10.1109/QCS56647.2022.00009,2022,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
COMPASSIONATE CARE WITH AUTONOMOUS AI HUMANOID ROBOTS IN FUTURE HEALTHCARE DELIVERY: A MULTISENSORY SIMULATION OF NEXT-GENERATION MODELS,"THE INTEGRATION OF AI AND ROBOTICS IN HEALTHCARE RAISES CONCERNS, AND ADDITIONAL ISSUES REGARDING AUTONOMOUS SYSTEMS ARE ANTICIPATED. EFFECTIVE COMMUNICATION IS CRUCIAL FOR ROBOTS TO BE SEEN AS ``CARING'' NECESSITATING ADVANCED MECHATRONIC DESIGN AND NATURAL LANGUAGE PROCESSING (NLP). THIS PAPER EXAMINES THE POTENTIAL OF HUMANOID ROBOTS TO AUTONOMOUSLY REPLICATE COMPASSIONATE CARE. THE STUDY EMPLOYS COMPUTATIONAL SIMULATIONS USING MATHEMATICAL AND AGENT-BASED MODELING TO ANALYZE HUMAN-ROBOT INTERACTIONS (HRIS) SURPASSING TETSUYA TANIOKA'S TRETON. IT INCORPORATES STOCHASTIC ELEMENTS (THROUGH NEUROMORPHIC COMPUTING) AND QUANTUM-INSPIRED CONCEPTS (THROUGH THE LENS OF MARTHA ROGERS' THEORY), RUNNING SIMULATIONS OVER 100 ITERATIONS TO ANALYZE COMPLEX BEHAVIORS. MULTISENSORY SIMULATIONS (VISUAL AND AUDIO) DEMONSTRATE THE SIGNIFICANCE OF ``DYNAMIC COMMUNICATION'' (RELATIONAL) ``ENTANGLEMENT'' AND (HEALTHCARE SYSTEM AND ROBOT'S FUNCTION) ``SUPERPOSITIONING'' IN HRIS. QUANTUM AND NEUROMORPHIC COMPUTING MAY ENABLE HUMANOID ROBOTS TO EMPATHETICALLY RESPOND TO HUMAN EMOTIONS, BASED ON JEAN WATSON'S TEN CARITAS PROCESSES FOR CREATING TRANSPERSONAL STATES. AUTONOMOUS AI HUMANOID ROBOTS WILL REDEFINE THE NORMS OF ``CARING''. ESTABLISHING ``PLURALISTIC AGREEMENTS'' THROUGH OPEN DISCUSSIONS AMONG STAKEHOLDERS WORLDWIDE IS NECESSARY TO ALIGN INNOVATIONS WITH THE VALUES OF COMPASSIONATE CARE WITHIN A ``POSTHUMANIST'' FRAMEWORK, WHERE THE COMPASSIONATE CARE PROVIDED BY LEVEL 4 ROBOTS MEETS HUMAN EXPECTATIONS. ACHIEVING COMPASSIONATE CARE WITH AUTONOMOUS AI HUMANOID ROBOTS INVOLVES TRANSLATING NURSING, COMMUNICATION, COMPUTER SCIENCE, AND ENGINEERING CONCEPTS INTO ROBOTIC CARE REPRESENTATIONS WHILE CONSIDERING ETHICAL DISCOURSES THROUGH COLLABORATIVE EFFORTS. NURSES SHOULD LEAD THE DESIGN AND IMPLEMENTATION OF AI AND ROBOTS GUIDED BY ``TECHNOLOGICAL KNOWING'' IN ROZZANO LOCSIN'S TCCN THEORY.",HERNANDEZ JOANNES PAULUS TOLENTINO,10.3390/biomimetics9110687,2024,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
QUAPPROX: A FRAMEWORK FOR BENCHMARKING THE APPROXIMABILITY OF VARIATIONAL QUANTUM CIRCUIT,"MOST OF THE EXISTING QUANTUM NEURAL NETWORK MODELS, SUCH AS VARIATIONAL QUANTUM CIRCUITS (VQCS), ARE LIMITED IN THEIR ABILITY TO EXPLORE THE NON-LINEAR RELATIONSHIPS IN INPUT DATA. THIS GRADUALLY BECOMES THE MAIN OBSTACLE FOR IT TO TACKLE REALISTIC APPLICATIONS, SUCH AS NATURAL LANGUAGE PROCESSING, MEDICAL IMAGE PROCESSING, AND WIRELESS COMMUNICATIONS. RECENTLY, THERE HAVE EMERGED RESEARCH EFFORTS THAT ENABLE VQCS TO PERFORM NON-LINEAR OPERATIONS. HOWEVER, IT IS STILL UNCLEAR ON THE APPROXIMABILITY OF A GIVEN VQC (I.E., THE ORDER OF NON-LINEARITY THAT CAN BE HANDLED BY A SPECIFIED DESIGN). IN RESPONSE TO THIS ISSUE, WE DEVELOPED AN AUTOMATED TOOL DESIGNED TO BENCHMARK THE APPROXIMATION OF A GIVEN VQC. THE PROPOSED TOOL WILL GENERATE A SET OF SYNTHETIC DATASETS WITH DIFFERENT ORDERS OF NON-LINEARITY AND TRAIN THE GIVEN VQC ON THESE DATASETS TO ESTIMATE THEIR APPROXIMABILITY. OUR EXPERIMENTS BENCHMARK VQCS WITH DIFFERENT DESIGNS, WHERE WE KNOW THEIR THEORETIC APPROXIMABILITY. WE THEN SHOW THAT THE PROPOSED TOOL CAN PRECISELY ESTIMATE THE APPROXIMABILITY, WHICH IS CONSISTENT WITH THE THEORETIC VALUE, INDICATING THAT THE PROPOSED TOOL CAN BE USED FOR BENCHMARKING THE APPROXIMABILITY OF A GIVEN QUANTUM CIRCUIT FOR LEARNING TASKS.",LI JINYANG;LI ANG;JIANG WEIWEN,10.1109/ICASSP48485.2024.10447919,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
EXPLORING PUBLIC DISCOURSE ON QUANTUM TECHNOLOGY: OVERLOOKING SOCIETAL IMPLICATIONS?,"AS QUANTUM COMPUTING TECHNOLOGIES (QCTS) NIOVE TOWARDS COMMERCIALIZATION, UNDERSTANDING PUBLIC PERCEPTIONS AND STAKEHOLDER NARRATIVES BECOMES CRUCIAL FOR THEIR RESPONSIBLE DEVELOPMENT AND INTEGRATION INTO SOCIETY. THIS PAPER EXAMINES HOW THIS TECHNOLOGY IS PRESENTED ACROSS MEDIA, BUSINESS, AND GOVERNMENT DOCUMENTS USING THEMATIC NARRATIVE ANALYSIS. OUR RESEARCH DESIGN UTILIZES AN EXTENSIVE DATASET OF 165 BUSINESS REPORTS, 36 GOVERNMENT DOCUMENTS, AND 2,331 MEDIA ARTICLES PUBLISHED OVER THE PAST 20 YEARS. WE EMPLOY A COMPUTATIONAL SOCIAL SCIENCE APPROACH, COMBINING BERTOPIC MODELING WITH QUALITATIVE ASSESSMENT TO EXTRACT THEMES AND NARRATIVES. THE FINDINGS SHOW THAT PUBLIC DISCOURSE ON QUANTUM TECHNOLOGY (QT) REFLECTS PREVAILING SOCIAL AND POLITICAL AGENDAS, FOCUSING ON TECHNICAL AND COMMERCIAL POTENTIAL, GLOBAL CONFLICTS, NATIONAL STRATEGIES, AND SOCIAL ISSUES. MEDIA ARTICLES PROVIDE THE MOST BALANCED COVERAGE, WHILE BUSINESS AND GOVERNMENT DISCOURSES OFTEN OVERLOOK SOCIETAL IMPLICATIONS. WE EMPHASIZE THE IMPORTANCE OF INFORMED AND BROAD PUBLIC DISCOURSE TO ENSURE EQUITABLE AND BENEFICIAL OUTCOMES FOR SOCIETY.",POHLMANN GINA;MA CHARLES;SUTER VIKTOR;MECKEL MIRIAM; STEINACKER LEA,10.1109/QCE60285.2024.10256,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
OPTIMIZING A QUANTUM RESERVOIR COMPUTER FOR TIME SERIES PREDICTION,"QUANTUM COMPUTING AND NEURAL NETWORKS SHOW GREAT PROMISE FOR THE FUTURE OF INFORMATION PROCESSING. IN THIS PAPER WE STUDY A QUANTUM RESERVOIR COMPUTER (QRC), A FRAMEWORK HARNESSING QUANTUM DYNAMICS AND DESIGNED FOR FAST AND EFFICIENT SOLVING OF TEMPORAL MACHINE LEARNING TASKS SUCH AS SPEECH RECOGNITION, TIME SERIES PREDICTION AND NATURAL LANGUAGE PROCESSING. SPECIFICALLY, WE STUDY MEMORY CAPACITY AND ACCURACY OF A QUANTUM RESERVOIR COMPUTER BASED ON THE FULLY CONNECTED TRANSVERSE FIELD ISING MODEL BY INVESTIGATING DIFFERENT FORMS OF INTER-SPIN INTERACTIONS AND COMPUTING TIMESCALES. WE SHOW THAT VARIATION IN INTER-SPIN INTERACTIONS LEADS TO A BETTER MEMORY CAPACITY IN GENERAL, BY ENGINEERING THE TYPE OF INTERACTIONS THE CAPACITY CAN BE GREATLY ENHANCED AND THERE EXISTS AN OPTIMAL TIMESCALE AT WHICH THE CAPACITY IS MAXIMIZED. TO CONNECT COMPUTATIONAL CAPABILITIES TO PHYSICAL PROPERTIES OF THE UNDERLAYING SYSTEM, WE ALSO STUDY THE OUT-OF-TIME-ORDERED CORRELATOR AND FIND THAT ITS FASTER DECAY IMPLIES A MORE ACCURATE MEMORY. FURTHERMORE, AS AN EXAMPLE APPLICATION ON REAL WORLD DATA, WE USE QRC TO PREDICT STOCK VALUES.",KUTVONEN AKI;FUJII KEISUKE;SAGAWA TAKAHIRO,10.1038/s41598-020-71673-9,2020,ARTICLE,ISI,Aceito,,,"Este trabalho investiga um Quantum Reservoir Computer (QRC), uma arquitetura que combina computação quântica e redes neurais para resolver tarefas de machine learning temporal, como reconhecimento de fala, predição de séries temporais e processamento de linguagem natural (NLP). O estudo foca na capacidade de memória e acurácia do QRC baseado no modelo Transverse Field Ising, analisando diferentes tipos de interações entre spins e escalas de tempo.",,,
UTILIZING MODERN COMPUTER ARCHITECTURES TO SOLVE MATHEMATICAL OPTIMIZATION PROBLEMS: A SURVEY,"NUMERICAL ALGORITHMS TO SOLVE MATHEMATICAL OPTIMIZATION PROBLEMS EFFICIENTLY ARE ESSENTIAL TO APPLICATIONS IN MANY AREAS OF ENGINEERING AND COMPUTATIONAL SCIENCE. TO SOLVE OPTIMIZATION PROBLEMS OF EVER-INCREASING SCALE AND COMPLEXITY, WE NEED METHODS THAT EXPLOIT EMERGING HARDWARE SYSTEMS. HOWEVER, THE COMPLEXITIES OF SPECIFIC ARCHITECTURES AND THEIR IMPACT ON PERFORMANCE CAN BE CHALLENGING. THIS ARTICLE PROVIDES AN OVERVIEW OF EMERGING HARDWARE ARCHITECTURES AND HOW THEY ARE USED TO SOLVE MATHEMATICAL OPTIMIZATION PROBLEMS. WE FOCUS ON PARALLEL HIGH -PERFORMANCE COMPUTING ARCHITECTURES, WHICH ARE WELL-ESTABLISHED YET CHALLENGING TO EMPLOY FOR OPTIMIZATION, AS WELL AS DIGITAL QUANTUM COMPUTING, WHICH HAS RECENTLY GAINED ATTENTION DUE TO ITS POTENTIAL FOR TRANSFORMATIVE COMPUTATIONAL PERFORMANCE. FURTHERMORE, WE HIGHLIGHT SEVERAL OTHER EMERGING HARDWARE ARCHITECTURES THAT MAY BECOME RELEVANT FOR MATHEMATICAL OPTIMIZATION. WE INTEND FOR THIS REVIEW TO ENCOURAGE THE OPTIMIZATION AND PROCESS ENGINEERING COMMUNITIES TO INCREASINGLY CONSIDER BOTH HARDWARE AND SOFTWARE DEVELOPMENTS IN THE PURSUIT OF SUPERIOR COMPUTATIONAL PERFORMANCE.",NEIRA DAVID E BERNAL;LAIRD CARL D;LUEG LAURENS R; HARWOOD STUART M;TRENEV DIMITAR;VENTURELLI DAVIDE,10.1016/j.compchemeng.2024.108627,2024,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
TOWARD DESIGNING HIGH-SPEED COST-EFFICIENT QUANTUM REVERSIBLE CARRY SELECT ADDERS,"COMPARED TO CLASSICAL COMPUTING IMPLEMENTATIONS, REVERSIBLE ARITHMETIC ADDERS OFFER A VALUABLE PLATFORM FOR IMPLEMENTING QUANTUM COMPUTATION MODELS IN DIGITAL SYSTEMS AND SPECIFIC APPLICATIONS, SUCH AS CRYPTOGRAPHY AND NATURAL LANGUAGE PROCESSING. REVERSIBLE LOGIC EFFICIENTLY PREVENTS ENERGY WASTAGE THROUGH THERMAL DISSIPATION. THIS STUDY PRESENTS A COMPREHENSIVE EXPLORATION INTRODUCING NEW CARRY-SELECT ADDERS (CSLA) BASED ON QUANTUM AND REVERSIBLE LOGIC. FIVE REVERSIBLE CSLA DESIGNS ARE PROPOSED AND COMPARED, EVALUATING VARIOUS CRITERIA, INCLUDING SPEED, QUANTUM COST, AND AREA, COMPARED TO PREVIOUSLY PUBLISHED SCHEMES. THESE COMPARATIVE METRICS ARE FORMULATED FOR ARBITRARY N-BIT SIZE BLOCKS. EACH DESIGN TYPE IS DESCRIBED GENERICALLY, CAPABLE OF IMPLEMENTING CARRY-SELECT ADDERS OF ANY SIZE. AS THE BEST OUTCOME, THIS STUDY PROPOSES AN OPTIMIZED REVERSIBLE ADDER CIRCUIT THAT ADDRESSES QUANTUM PROPAGATION DELAY, ACHIEVING AN ACCEPTABLE TRADE-OFF WITH QUANTUM COST COMPARED TO ITS COUNTERPARTS. THIS ARTICLE REDUCES CALCULATION DELAY BY 66\%, 73\%, 82\%, AND 87\% FOR 16, 32, 64, AND 128 BITS, RESPECTIVELY, WHILE MAINTAINING A LOWER QUANTUM COST IN ALL CASES.",MOGHIMI SHEKOOFEH;RESHADINEZHAD MOHAMMAD REZA;RUBIO ANTONIO,10.1109/TETC.2023.3332426,2024,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
TEMPORAL INFORMATION PROCESSING ON NOISY QUANTUM COMPUTERS,"THE COMBINATION OF MACHINE LEARNING AND QUANTUM COMPUTING HAS EMERGED AS A PROMISING APPROACH FOR ADDRESSING PREVIOUSLY UNTENABLE PROBLEMS. RESERVOIR COMPUTING IS AN EFFICIENT LEARNING PARADIGM THAT UTILIZES NONLINEAR DYNAMICAL SYSTEMS FOR TEMPORAL INFORMATION PROCESSING, I.E., PROCESSING OF INPUT SEQUENCES TO PRODUCE OUTPUT SEQUENCES. HERE WE PROPOSE QUANTUM RESERVOIR COMPUTING THAT HARNESSES COMPLEX DISSIPATIVE QUANTUM DYNAMICS. OUR CLASS OF QUANTUM RESERVOIRS IS UNIVERSAL, IN THAT ANY NONLINEAR FADING MEMORY MAP CAN BE APPROXIMATED ARBITRARILY CLOSELY AND UNIFORMLY OVER ALL INPUTS BY A QUANTUM RESERVOIR FROM THIS CLASS. WE DESCRIBE A SUBCLASS OF THE UNIVERSAL CLASS THAT IS READILY IMPLEMENTABLE USING QUANTUM GATES NATIVE TO CURRENT NOISY GATE-MODEL QUANTUM COMPUTERS. PROOF-OF-PRINCIPLE EXPERIMENTS ON REMOTELY ACCESSED CLOUD-BASED SUPERCONDUCTING QUANTUM COMPUTERS DEMONSTRATE THAT SMALL AND NOISY QUANTUM RESERVOIRS CAN TACKLE HIGH-ORDER NONLINEAR TEMPORAL TASKS. OUR THEORETICAL AND EXPERIMENTAL RESULTS PAVE THE PATH FOR ATTRACTIVE TEMPORAL PROCESSING APPLICATIONS OF NEAR-TERM GATE-MODEL QUANTUM COMPUTERS OF INCREASING FIDELITY BUT WITHOUT QUANTUM ERROR CORRECTION, SIGNIFYING THE POTENTIAL OF THESE DEVICES FOR WIDER APPLICATIONS INCLUDING NEURAL MODELING, SPEECH RECOGNITION, AND NATURAL LANGUAGE PROCESSING, GOING BEYOND STATIC CLASSIFICATION AND REGRESSION TASKS.",CHEN JIAYIN;NURDIN HENDRA I;YAMAMOTO NAOKI,10.1103/PhysRevApplied.14.024065,2020,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
SURVEY OF SCALING PLATFORMS FOR DEEP NEURAL NETWORKS,"DEEP NEURAL NETWORKS HAVE BECOME A STATE OF THE ART APPROACH IN PERCEPTION PROCESSING LIKE SPEECH RECOGNITION, IMAGE PROCESSING AND NATURAL LANGUAGE PROCESSING. MANY STATE OF THE ART BENCHMARKS FOR THESE ALGORITHMS ARE USING DEEP LEARNING TECHNIQUES. THE DEEP NEURAL NETWORKS IN TODAY'S APPLICATIONS NEED TO PROCESS VERY LARGE AMOUNT OF DATA. DIFFERENT APPROACHES HAVE BEEN PROPOSED TO SOLVE SCALING THESE ALGORITHMS. FEW APPROACH LOOK FOR PROVIDING A SOLUTION OVER EXISTING BIG DATA PROCESSING PLATFORM WHICH USUALLY RUNS OVER A LARGE SCALE COMMODITY CPU CLUSTER. AS TRAINING DEEP LEARNING WORKLOAD REQUIRE MANY SMALL COMPUTATIONS TO BE DONE AND LARGE COMMUNICATION TO PASS THE DATA BETWEEN LAYERS, GENERAL PURPOSE GPUS SEEMS TO THE BEST PLATFORMS TO TRAIN THESE NETWORKS. DIFFERENT APPROACHES HAVE BEEN PROPOSED TO SCALE PROCESSING ON CLUSTER OF GPU SERVERS. WE HAVE SUMMARIZED VARIOUS APPROACHES USED IN THIS REGARD THE HUMAN BRAIN IS VERY GOOD IN PROCESSING PERCEPTION AND TAKES VERY LITTLE SPACE AND ENERGY AS COMPARED TO TODAY'S COMPUTING PLATFORMS. NEUROMORPHIC HARDWARE HAS BEEN DEVELOPED BY DIFFERENT RESEARCH GROUPS TO PROVIDE A BRAIN LIKE COMPUTING PLATFORM. WE WILL LOOK INTO IBM TRUENORTH SYSTEM IN DETAIL IN THIS REGARD. QUANTUM COMPUTING GIVES ANOTHER WAY TO LOOK IN TO THIS PROBLEM. QUANTUM COMPUTER CAN SOLVE MANY COMPLEX PROBLEMS AS COMPARED TO CLASSICAL COMPUTER. THOUGH THIS FIELD IS STILL VERY NASCENT, PEOPLE HAVE SUGGESTED VARIOUS WAYS TO TRAIN NEURAL NETWORK USING QUANTUM COMPUTERS WE WILL LOOK IN TO RECENT QUANTUM COMPUTERS DEVELOPED BY DIFFERENT ORGANIZATIONS LIKE D-WAVE AND IBM. WE WILL ALSO LOOK INTO STATE OF THE ART PROPOSED APPROACHES TO RUN DEEP NEURAL NETWORK ALGORITHMS USING QUANTUM COMPUTER.",RATNAPARKHI ABHAY A;PILLI EMMANUEL;JOSHI R C,,2016,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
USING DEEP LEARNING TO UNDERSTAND AND MITIGATE THE QUBIT NOISE ENVIRONMENT,"UNDERSTANDING THE SPECTRUM OF NOISE ACTING ON A QUBIT CAN YIELD VALUABLE INFORMATION ABOUT ITS ENVIRONMENT, AND CRUCIALLY UNDERPINS THE OPTIMIZATION OF DYNAMICAL DECOUPLING PROTOCOLS THAT CAN MITIGATE SUCH NOISE. HOWEVER, EXTRACTING ACCURATE NOISE SPECTRA FROM TYPICAL TIME-DYNAMICS MEASUREMENTS ON QUBITS IS INTRACTABLE USING STANDARD METHODS. HERE, WE PROPOSE TO ADDRESS THIS CHALLENGE USING DEEP-LEARNING ALGORITHMS, LEVERAGING THE REMARKABLE PROGRESS MADE IN THE FIELD OF IMAGE RECOGNITION, NATURAL LANGUAGE PROCESSING, AND MORE RECENTLY, STRUCTURED DATA. WE DEMONSTRATE A NEURAL-NETWORK-BASED METHODOLOGY THAT ALLOWS FOR EXTRACTION OF THE NOISE SPECTRUM ASSOCIATED WITH ANY QUBIT SURROUNDED BY AN ARBITRARY BATH, WITH SIGNIFICANTLY GREATER ACCURACY THAN THE CURRENT METHODS OF CHOICE. THE TECHNIQUE REQUIRES ONLY A TWO-PULSE ECHO DECAY CURVE AS INPUT DATA AND CAN FURTHER BE EXTENDED EITHER FOR CONSTRUCTING CUSTOMIZED OPTIMAL DYNAMICAL DECOUPLING PROTOCOLS OR FOR OBTAINING CRITICAL QUBIT ATTRIBUTES SUCH AS ITS PROXIMITY TO THE SAMPLE SURFACE. OUR RESULTS CAN BE APPLIED TO A WIDE RANGE OF QUBIT PLATFORMS, AND PROVIDE A FRAMEWORK FOR IMPROVING QUBIT PERFORMANCE WITH APPLICATIONS NOT ONLY IN QUANTUM COMPUTING AND NANOSCALE SENSING BUT ALSO IN MATERIAL CHARACTERIZATION TECHNIQUES SUCH AS MAGNETIC RESONANCE.",WISE DAVID F;MORTON JOHN J L;DHOMKAR SIDDHARTH,10.1103/PRXQuantum.2.010316,2021,ARTICLE,ISI,Rejeitado,Não está alinhado com o tema,,,,,
UKRAINIAN THOUGHTS AND FEELINGS BASED ON ONE YEAR WAR CONTENT ANALYSIS,"IN THE AGE OF REMARKABLE TECHNOLOGICAL INNOVATIONS SUCH AS AI, QUANTUM COMPUTING, IOT, AND BLOCKCHAIN, ONE COULD ARGUE THAT THE WORLD IS BECOMING AN INCREASINGLY CONNECTED, ADVANCED, ENLIGHTENED, AND PEACEFUL PLACE. NEVERTHELESS, PARADOXICALLY, CONFLICTS AND WARS ARE STILL BORN DEEPLY ROOTED IN COMPLEX STRATEGIC, HISTORICAL, AND ECONOMIC DYNAMICS, AND CONTINUE TO ARISE FINDING A DIRECT REPRESENTATION IN BOTH PHYSICAL AND DIGITAL BATTLEFIELDS THROUGH POWERFUL AND DYNAMIC ENVIRONMENTS LIKE SOCIAL MEDIA. THIS ENVIRONMENT ENABLED UNPRECEDENTED CONNECTIVITY AND IDEAS, THOUGHTS, IDEOLOGIES, AND EXPERIENCES EXCHANGE SHAPING THE NARRATIVE, AMPLIFYING IDEAS, FEELINGS, AND EXPERIENCES WHILE DIRECTLY ADDRESSING THE UNDERLYING CAUSES, DYNAMICS, AND IMPLICATIONS OF CONFLICTS AND WAR THROUGH A MULTIFACETED AND MULTI-NUANCED APPROACH. THE OUTBREAK AND ONGOING WAR IN UKRAINE TOOK THE INTERNATIONAL COMMUNITY OFF GUARD REPRESENTING A SIGNIFICANT TURNING POINT IN THE CONTEMPORARY ERA THAT RECEIVED IMMEDIATELY INTENSIVE GLOBAL ATTENTION, UNITED GLOBAL HUMANITARIAN, AND STRATEGIC EFFORTS TO SUPPORT AND HELP THE ONES IN NEED, AND REFLECTED ITS GEOPOLITICAL AND ECONOMIC GLOBAL COMPLEXITIES, DYNAMICS, AND IMPLICATIONS. AT THE SAME TIME, A HIGH DEGREE OF DISINFORMATION AND MISINFORMATION EXISTS SURROUNDING DIFFERENT ASPECTS ABOUT THIS WAR E.G., ACTIONS TAKEN, AND IMPACT PRODUCED ON CIVILIANS, WHICH CONTRIBUTES TO CREATING AN ALTERED PERSPECTIVE OF REALITY. WHILE DIFFERENT CONVENTIONAL MEDIA AND SOCIAL MEDIA OUTLETS TOGETHER WITH RESEARCH, GOVERNMENTAL, AND PRACTITIONER EFFORTS REVEALED AND REFLECTED ON THE NATURE, MAJOR INCIDENTS, AND THEIR KNOWN IMPACT ON CIVILIANS AND CIVILIAN OBJECTS AS WELL AS MILITARY PERSONNEL AND MILITARY OBJECTS, YET LIMITED ATTENTION AND A LOWER VOICE IS GIVEN THROUGH DEDICATED STUDIES TO THOUGHTS AND EMOTIONS OF UKRAINIAN USERS IN UNCONVENTIONAL SOCIAL MEDIA PLATFORMS LIKE TELEGRAM. THIS REPRESENTS THE KNOWLEDGE GAP TACKLED IN THIS RESEARCH BY BUILDING A SET OF MACHINE LEARNING-BASED SOLUTIONS FOR ANALYSING THE DISCOURSES AND SENTIMENTS OF UKRAINIAN USERS USING THE DESIGN SCIENCE RESEARCH METHODOLOGY IN A DATA SCIENCE RESEARCH APPROACH. FROM THIS ANALYSIS, REFLECTION IS PROVIDED TO IMPORTANT DAYS AND INCIDENTS EXPERIENCED BY UKRAINIAN POPULATION SINCE FEBRUARY 2022 IN THE FIRST YEAR OF WAR.",MAATHUIS CLARA;KERKHOF IDDO,,2024,PROCEEDINGS PAPER,ISI,Rejeitado,Não está alinhado com o tema,,,,,
